,Cand,party,num,cand_status
693,Анорбоева Нафосат Ибрахимхалиловна,Альянс,38.0,True
694,Омурзаков Таласбек Кимсанович,Азаттык,49.0,True
695,Пирманов Бегалидин Рахманкулович,Азаттык,35.0,True
696,Шерниязов Абылкасым Эсентаевич,Азаттык,19.0,True
697,Нурбаев Толонбай Камалдинович,Азаттык,22.0,True
698,Шерматов Тынчтык Инадиллаевич,Азаттык,38.0,True
699,Раимбеков Алмаз Болотбекович,Азаттык,39.0,True
700,Абдырахман уулу Шайырбек,Азаттык,28.0,True
701,Сизганова Виктория Александровна,Азаттык,33.0,True
702,Ураимов Жаныбек Минбаевич,Азаттык,51.0,True
703,Зубкова Татьяна Геннадьевна,Аруузат-Эл Куту,18.0,True
704,Самиева Машхура Шавкатовна,Аруузат-Эл Куту,46.0,True
705,Коптева Светлана Александровна,Аруузат-Эл Куту,53.0,True
706,Мердинова Мунавар Акбаровна,Аруузат-Эл Куту,50.0,True
707,Мамадяров Файзулажан Октамович,Аруузат-Эл Куту,32.0,True
708,Исмаилова Тынчыгүл Абдылдаевна,Күчтүү регион,5.0,True
709,Карипов Алмазбек Токтогулович,Күчтүү регион,10.0,True
710,Алиев Тейитбек Жумакадырович,Күчтүү регион,8.0,True
711,Касымбекова Жанара Байызбековна,Мекенчил Эл,28.0,True
712,Шатских Марина Сергеевна,Азаттык,36.0,True
713,Клюева Сакина Рустам Гызы,Азаттык,44.0,True
714,Акматова Асель Мухтаровна,Багыт,14.0,True
715,Алимбек кызы Барчынай,Азаттык,52.0,False
716,Райымкул уулу Касымбек,Багыт,15.0,True
717,Кенжебаев Сыргак Медеркулович,Азаттык,53.0,True
718,Уметалиев Сахибжан Калжигитович,Багыт,16.0,True
719,Чекирова Гүлүйпа Беккелдиевна,Багыт,18.0,True
720,Ибраимова Эльмира Султановна,Азаттык,54.0,True
721,Смаева Бактыгул Жайлообаевна,Багыт,19.0,True
722,Аманбаева Миргүл Орокбаевна,Багыт,20.0,True
723,Амандыков Амантай Тилекбекович,Багыт,21.0,True
724,Дубанбаева Жылдыз Сартбаевна,Багыт,22.0,True
725,Дабаев Айбек Абылкасымович,Багыт,23.0,True
726,Жолдошев Майсалбек Абдыжапарович,Багыт,24.0,True
727,Жумаева Роза Ражаевна,Багыт,26.0,True
728,Мырзаев Мирлан Жумадилович,Багыт,25.0,True
729,Макеев Антон Павлович,Мекенчил Эл,18.0,True
730,Минбаева Ширинжон Сулайманкуловна,Мекенчил Эл,43.0,True
731,Борубаева Гульхан Бираевна,Жашылдар Партиясы,4.0,True
732,Матниязова Разия Мавляновна,Багыт,27.0,True
733,Соурбаев Эрмек Жусупбекович,Багыт,29.0,True
734,Махмутова Сакура Махмасабыровна,Багыт,30.0,False
735,Жумабек кызы Гүлнура,Багыт,31.0,True
736,Логвиненко Марина Ивановна,Багыт,32.0,False
737,Пазылова Нуржан Шайлообековна,Эл Үмүтү,28.0,True
738,Джоробекова Сабира Закирбаевна,Багыт,38.0,True
739,Аманкулов Рашит Рахимжанович,Эл Үмүтү,29.0,True
740,Сулиев Сахиб Маджлисович,Эл Үмүтү,30.0,True
741,Конурбекова Кундуз Абакировна,Багыт,34.0,True
742,Усен кызы Эльвира,Жашылдар Партиясы,26.0,False
743,Жумашева Элнура Маратовна,Эл Үмүтү,31.0,True
744,Богданов Алексей Анатольевич,Багыт,17.0,True
745,Осмоналиев Руслан Эсенгулович,Эл Үмүтү,32.0,True
746,Исмаилов Азамат Мухтарович,Багыт,35.0,True
747,Матказиев Гапарали Эргешович,Эл Үмүтү,33.0,True
748,Зуева Лора Георгиевна,Эл Үмүтү,34.0,True
749,Магомедов Аслан Магомед-Алиевич,Эл Үмүтү,35.0,False
750,Мусуркулов Чынгыз Чойбекович,Ордо,31.0,False
751,Шатманов Элдияр Бейшенбекович,Эл Үмүтү,36.0,True
752,Исмаилов Икрамжан Исраилович,Багыт,9.0,True
753,Курбанова Бурулкан Сыдыковна,Багыт,40.0,True
754,Абакиров Уланбек Каныбекович,Багыт,41.0,True
755,Окмоткулов Самат Уланович,Эл Үмүтү,38.0,True
756,Орозбаев Мирлан Кубатбекович,Улуу-Журт,1.0,True
757,Кубанычбеков Жоомарт Кубанычбекович,Эл Үмүтү,39.0,True
758,Султанбаев Абдыкадыр Дарданович,Мекенчил Эл,7.0,False
759,Баймуратова Рита Нурболотовна,Багыт,39.0,True
760,Зоткина Полина Алексеевна,Эл Үмүтү,47.0,True
761,Абылкасымова Эльнура Качкынбековна,Эл Үмүтү,37.0,True
762,Жунусов Төрөбек Курманбаевич,Эл Үмүтү,41.0,True
763,Урулдаева Салтанат Айткуловна,Багыт,28.0,True
764,Элебесова Диляра Дердешовна,Жашылдар Партиясы,45.0,True
765,Исмаилова Мээрим Кубатбековна,Багыт,36.0,True
766,Чекирова Жаңыл Кубанычбековна,Жашылдар Партиясы,52.0,True
767,Мамур уулу Алмазбек,Багыт,43.0,True
768,Тотубаева Айнагуль Толомушовна,Багыт,44.0,True
769,Алымбеков Кенешбек Асанкожоевич,Улуу-Журт,2.0,True
770,Кулуев Максат Маратович,Азаттык,47.0,True
771,Токтосунов Шарабидин Бекташевич,Улуу-Журт,3.0,False
772,Алыбаева Анель Кубанычбековна,Жашылдар Партиясы,18.0,True
773,Кадырова Сонунбу Эргешовна,Улуу-Журт,4.0,True
774,Анапияева Мээрим Шаршеналиевна,Жашылдар Партиясы,41.0,True
775,Иминов Махамаджан Саитович,Улуу-Журт,5.0,True
776,Темирбаева Жамила Садировна,Жашылдар Партиясы,35.0,True
777,Турдалиев Искендербек Акпарович,Улуу-Журт,6.0,True
778,Кыдыров Алмазбек Догдурбекович,Улуу-Журт,7.0,True
779,Жороев Рахманберди Абдиллаевич,Улуу-Журт,9.0,True
780,Баргибаева Жипаргул Мухтаровна,Жашылдар Партиясы,5.0,True
781,Айтматова Дилара Камильевна,Улуу-Журт,8.0,True
782,Нишанбай уулу Таалайбек,Эл Үмүтү,42.0,True
783,Доненко Евгения Геннадьевна,Эл Үмүтү,43.0,True
784,Артиков Мухтар Ахмадиллаевич,Эл Үмүтү,44.0,True
785,Кенжебекова Эльмира Кенжебековна,Эл Үмүтү,45.0,True
786,Баяманов Акылбек Мусалиевич,Эл Үмүтү,46.0,True
787,Конушбаев Тагай Акжолтоевич,Эл Үмүтү,48.0,True
788,Ниязов Жанызак Байзакович,Улуу-Журт,10.0,True
789,Иманбек кызы Бактыгүл,Эл Үмүтү,49.0,True
790,Урманбетов Тилек Бекенович,Эл Үмүтү,50.0,True
791,Качаганова Алиман Эмильевна,Эл Үмүтү,51.0,True
792,Эркинбаева Жаңыл Майрамбековна,Улуу-Журт,12.0,True
793,Султаналиев Ажо Султаналиевич,Эл Үмүтү,52.0,True
794,Мелисова Элнура Мелисовна,Эл Үмүтү,53.0,True
795,Тулеев Расул Джумабекович,Улуу-Журт,11.0,True
796,Джапаркулов Талантбек Тургунбекович,Улуу-Журт,14.0,True
797,Конгайтиева Айгул Шаршенбековна,Эл Үмүтү,40.0,True
798,Абдыкеева Бермет Сартбаевна,Улуу-Журт,15.0,True
799,Бенисович Сергей Петрович,Улуу-Журт,16.0,True
800,Акматжан кызы Каныкей,Ордо,49.0,True
801,Жолалиев Калысбек Сагындыкович,Улуу-Журт,17.0,True
802,Макаридзе Азамат Шафиковна,Улуу-Журт,18.0,True
803,Турумбеков Курманбек Абдыкасымович,Улуу-Журт,19.0,True
804,Кыдыршаев Алтынказы Карыпович,Улуу-Журт,29.0,True
805,Абдыкадырова Толкунай Ильязовна,Улуу-Журт,21.0,True
806,Алимжанов Камыт Курсанович,Улуу-Журт,22.0,True
807,Мусаев Улукбек Абдивалиевич,Улуу-Журт,26.0,True
808,Пирматова Венера Досмаматовна,Улуу-Журт,24.0,True
809,Сарыбаев Эдилбек Азимович,Улуу-Журт,38.0,True
810,Шамшиев Азамат Нуралиевич,Улуу-Журт,23.0,True
811,Абдуллаева Елена Николаевна,Улуу-Журт,27.0,True
812,Касымов Касумбег Рустамович,Улуу-Журт,28.0,True
813,Бегматов Алимберди Пайзиллаевич,Улуу-Журт,53.0,True
814,Чокоева Дамира Жеңишовна,Улуу-Журт,30.0,True
815,Айдаралиев Мирбек Кошойбекович,Улуу-Журт,31.0,True
816,Албекенов Адилет Болотбекович,Улуу-Журт,32.0,True
817,Губа Ольга Васильевна,Улуу-Журт,33.0,True
818,Абылкасымов Аскаралы Манапович,Улуу-Журт,34.0,True
819,Молдоматов Усен Абдыкапарович,Улуу-Журт,35.0,True
820,Семенов Сергей Рудольфович,Улуу-Журт,37.0,True
821,Субагожоев Жакыпбек Мойдунович,Улуу-Журт,39.0,True
822,Миталипова Айгүл Абдыманаповна,Улуу-Журт,40.0,True
823,Маматов Абдыганы Омарович,Улуу-Журт,41.0,True
824,Аксакалов Азамат Ашымбекович,Улуу-Журт,42.0,True
825,Ражапова Динара Дыйкановна,Улуу-Журт,43.0,True
826,Жолдошев Абдусабыр Камалдинович,Улуу-Журт,44.0,True
827,Байгазиев Элис Жумабекович,Улуу-Журт,20.0,True
828,Калбаева Айжамал Батыровна,Улуу-Журт,46.0,True
829,Абдылдаев Мухаммет Арзыкулович,Улуу-Журт,48.0,True
830,Билибаева Жанаргүл Жолдошовна,Улуу-Журт,49.0,True
831,Гуламов Абдурашид Абдуллахатович,Улуу-Журт,50.0,True
832,Садиров Равшан Сабиржанович,Улуу-Журт,51.0,True
833,Урматбек кызы Аксана,Улуу-Журт,52.0,True
834,Муталип уулу Нурсултан,Улуу-Журт,25.0,True
835,Доспаев Данияр Корчубекович,Жашылдар Партиясы,36.0,True
836,Джылышева Элина Сагынбековна,Багыт,42.0,True
837,Жумабеков Майрамбек,Мекенчил Эл,33.0,True
838,Мадираимов Келдибек Жунусович,Мекенчил Эл,38.0,True
839,Шмидт Егор Александрович,Күчтүү регион,18.0,True
840,Субакожоева Жанна Жолдошбековна,Күчтүү регион,28.0,True
841,Наматбеков Алмазбек Жумабекович,Күчтүү регион,15.0,True
842,Шаршеев Анарбек Джумабекович,Күчтүү регион,16.0,True
843,Уркунбаев Дуулатбек Шаршеевич,Күчтүү регион,23.0,True
844,Байбек уулу Бакытбек,Багыт,37.0,False
845,Курманбекова Назгүл Курманбековна,Күчтүү регион,9.0,True
846,Керимакунов Алманбет Талайбекович,Күчтүү регион,19.0,True
847,Эсеналиев Куваныч Аманбаевич,Ордо,5.0,True
848,Жолдошбекова Гулнур Жолдошбековна,Күчтүү регион,13.0,True
849,Райымжанов Алтынбек Алыбекович,Азаттык,41.0,True
850,Нарботоева Айнура Токтосуновна,Ордо,45.0,True
851,Мурсаканова Гульзат Сулайманкуловна,Мекенчил Эл,44.0,True
852,Нуржанов Мухаммед Кавланович,Ордо,40.0,True
853,Стахарнов Александр Анатольевич,Мекенчил Эл,31.0,True
854,Ахметов Азрет Галым Рымкулович,Жашылдар Партиясы,23.0,True
855,Усубалиев Таалайбек Болотбекович,Социал-демократтар,15.0,True
856,Касымбеков Нурбек Айтыевич,Социал-демократтар,14.0,True
857,Медетбекова Гүлбарчын Казымкуловна,Социал-демократтар,16.0,True
858,Турдумалиев Кайрат Сазыкбаевич,Жашылдар Партиясы,6.0,True
859,Эрнис уулу Дамирбек,Жашылдар Партиясы,31.0,True
860,Асаналиев Турусбек Усенбекович,Улуу-Журт,54.0,True
861,Мейманов Жыргалбек Турдубекович,Улуу-Журт,13.0,True
862,Нурматова Гульназа Акрамжановна,Мекенчил Эл,49.0,True
863,Березовская Софья Владимировна,Мекенчил Эл,54.0,True
864,Тагаев Анарбек Бекжанович,Жашылдар Партиясы,32.0,True
865,Дженкулова Толкунай Гулбаевна,Күчтүү регион,17.0,True
866,Величкина Алёна Евгеньевна,Күчтүү регион,22.0,True
867,Уметалиева Токтайым Джумаковна,Жашасын Кыргызстан,1.0,True
868,Курамаева Токтокан Надырбаевна,Жашасын Кыргызстан,4.0,True
869,Бийбосунов Болотбек Ильясович,Жашылдар Партиясы,2.0,True
870,Батыркулов Улан Умарович,Жашасын Кыргызстан,3.0,False
871,Токсобаева Бактыгуль Асановна,Жашасын Кыргызстан,2.0,True
872,Муратов Азимбек Идрисович,Жашасын Кыргызстан,19.0,True
873,Айдаров Мураткан Абасканович,Жашасын Кыргызстан,7.0,True
874,Волкодав Сергей Викторович,Жашасын Кыргызстан,5.0,True
875,Урматова Айнура Дүйшоевна,Жашылдар Партиясы,43.0,True
876,Айдосова Гулбарчын Абдурахмановна,Жашасын Кыргызстан,8.0,True
877,Крепышев Виталий Викторович,Жашасын Кыргызстан,13.0,True
878,Кыйгырова Арман Сакеновна,Жашылдар Партиясы,16.0,True
879,Булекбаев Анвар Эркинович,Жашылдар Партиясы,54.0,True
880,Бекболот кызы Нургүл,Күчтүү регион,25.0,True
881,Османкулов Бакыт Алмазбекович,ППЕК,1.0,True
882,Пузиков Александр Валерьевич,Жашасын Кыргызстан,11.0,True
883,Мурзакматова Бактыгуль Адановна,Жашасын Кыргызстан,9.0,True
884,Аширова Светлана Адыловна,ППЕК,2.0,True
885,Алымбеков Кубатбек Ташматович,ППЕК,3.0,True
886,Эргешова Нурбубу Базарбековна,Жашасын Кыргызстан,6.0,True
887,Атабекова Кызжибек Азимжановна,ППЕК,4.0,True
888,Кочкаров Бахадыр Закирович,ППЕК,5.0,True
889,Мамбеков Улукман Кенжекулович,Жашасын Кыргызстан,22.0,True
890,Ашыйгазиева Максатгул Саматовна,Жашасын Кыргызстан,14.0,True
891,Акматалиев Нурлан Исакулович,ППЕК,6.0,True
892,Акматбеков Манас Сулкарнаевич,ППЕК,7.0,True
893,Асылбаева Гюльшат Кадыровна,ППЕК,8.0,True
894,Юсувалиев Эмиль Маденович,Жашылдар Партиясы,1.0,True
895,Сыдыков Руслан Джумабаевич,ППЕК,9.0,True
896,Усувалиева Инабат Эшановна,ППЕК,10.0,True
897,Коркмазов Хаджимурат Зулкарнаевич,ППЕК,11.0,True
898,Озумбеков Улан Доктурбаевич,ППЕК,12.0,True
899,Тыналиева Гульмира Бейшеновна,ППЕК,13.0,True
900,Алафердов Акиф Кадырович,ППЕК,14.0,True
901,Кулубаева Зарема Женишевна,ППЕК,16.0,True
902,Магизов Эльдар Ринатович,ППЕК,17.0,True
903,Омуров Нурлан Кайырович,ППЕК,18.0,True
904,Раимбекова Гүлбарчын Самидиновна,ППЕК,19.0,True
905,Омурбеков Данияр Омурбекович,ППЕК,20.0,False
906,Закиров Нематжан Талипжанович,ППЕК,21.0,True
907,Абылкасымова Севара Низахуновна,ППЕК,22.0,True
908,Касмалиев Илим Акимович,ППЕК,23.0,True
909,Исманов Кубанычбек Молдоевич,ППЕК,24.0,True
910,Орозбаева Михренса Салаевна,ППЕК,25.0,True
911,Миталипов Куванычбек Мурзакаримович,ППЕК,26.0,True
912,Кемелов Талантбек Эркинович,ППЕК,27.0,True
913,Шаршембиева Айнура Талантбековна,ППЕК,28.0,True
914,Чакиев Бакытбек Заирбекович,ППЕК,29.0,True
915,Парпиев Аскар Мамадалиевич,ППЕК,30.0,True
916,Нуриева Варвара Владимировна,ППЕК,31.0,True
917,Кушубаков Султан Увалканович,ППЕК,32.0,True
918,Осмонов Талантбек Маматазизович,ППЕК,33.0,True
919,Колпакова Дарья Петровна,ППЕК,34.0,True
920,Абдыкалыков Джанболот Туйгунбекович,ППЕК,35.0,True
921,Абдурахманов Файзидин Самидинович,ППЕК,36.0,True
922,Кысанова Венера Орузбаевна,ППЕК,37.0,True
923,Акунов Азамат Калыбекович,ППЕК,38.0,True
924,Саркеев Марлис Кенешович,ППЕК,39.0,True
925,Эрботоева Динара Ташматовна,Улуу-Журт,36.0,True
926,Сыдыкова Айбарчын Жапановна,Жашасын Кыргызстан,16.0,True
927,Туракулов Тынчтык Тахирович,Күчтүү регион,14.0,True
928,Туракулова Аселя Тахировна,Күчтүү регион,21.0,True
929,Сулайманова Айнура Эртабылдиевна,ППЕК,40.0,True
930,Асылбеков Куттубек Бообекович,Жашасын Кыргызстан,10.0,True
931,Талипжанов Исмаилжан Исакович,ППЕК,41.0,True
932,Бекажиев Курстанбек Арапбаевич,Мекенчил Эл,52.0,True
933,Валиев Загид Ибрагимович,ППЕК,42.0,True
934,Карамушкина Ирина Юрьевна,Социал-демократтар,4.0,True
935,Мустафина Лилия Маратовна,ППЕК,43.0,True
936,Орозобеков Бакытбек Чынарбекович,ППЕК,44.0,True
937,Кудайбердиев Руслан Базарович,Мекенчил Эл,48.0,True
938,Кенешбек уулу Асан,ППЕК,45.0,True
939,Султанов Максат Омурбекович,Ордо,35.0,True
940,Жуматаева Гульнар Садыбакасовна,ППЕК,46.0,True
941,Бейшеналиева Анара Нарынбаевна,Күчтүү регион,26.0,True
942,Абыкеев Нурбек Замирбекович,ППЕК,47.0,True
943,Дыйканбаев Азамат Абдилмаликович,Ордо,30.0,True
944,Ибраимов Сатыбалды Бакытбекович,Жашасын Кыргызстан,24.0,True
945,Мамасаидов Алишер Муносибжонович,ППЕК,48.0,True
946,Маниев Үсөн Нурахмедович,Мекенчил Эл,53.0,True
947,Сыдыгалиева Чолпон Сыдыгалиевна,ППЕК,49.0,True
948,Мукамбетов Русланбек Бейшенбекович,Күчтүү регион,29.0,True
949,Исакжанов Руслан Токтосунович,Жашылдар Партиясы,46.0,True
950,Эрмеков Элдарбек Зулумбекович,ППЕК,15.0,True
951,Сардаров Ашырбек Айбекович,Ордо,32.0,True
952,Ашымбекова Мадина Ашымбековна,Жашасын Кыргызстан,12.0,True
953,Лоба Фарида Шербаевна,Ордо,28.0,True
954,Джумакеев Кадыржан Асанканович,ППЕК,50.0,True
955,Виндиза Ибрагим Исмарович,ППЕК,51.0,True
956,Мадылбеков Эльдар Туратбекович,Легалайз,1.0,True
957,Наматбекова Аида Авасовна,ППЕК,52.0,True
958,Арзыкулов Марат Замирбекович,Легалайз,2.0,True
959,Красикова Оксана Григорьевна,Мекенчил Эл,12.0,True
960,Оросулбаев Нурбек Уланбекович,ППЕК,53.0,True
961,Чукулдаева Венера Бекмурзаевна,Легалайз,3.0,True
962,Абдрафиков Дамир Юрьевич,Легалайз,4.0,True
963,Бекмурзаев Алайбек Инамидинович,ППЕК,54.0,True
964,Абдивалиева Райкан Абдижамиловна,Мекенчил Эл,51.0,True
965,Кайыпов Нурмат Маратович,Легалайз,5.0,True
966,Сабирова Жаңыл Нуркановна,Жашылдар Партиясы,49.0,True
967,Касымова Нурания Абдугапуровна,Легалайз,6.0,True
968,Джумабеков Мирлан Майрамбекович,Легалайз,7.0,True
969,Рудный Константин Евгеньевич,Легалайз,8.0,True
970,Звягина Анна Александровна,Легалайз,9.0,True
971,Султанбаева Кенжекан Шаршеновна,Жашылдар Партиясы,28.0,True
972,Абытов Акжол,Легалайз,10.0,True
973,Кыдырбаев Жанболот Узакович,Легалайз,11.0,True
974,Зыкова Олеся Александровна,Жашасын Кыргызстан,18.0,True
975,Лосы Шарип Мухамедович,Ордо,48.0,True
976,Нуралиев Дамир Кулмырзаевич,Легалайз,13.0,True
977,Заков Самат Орусбатович,Жашасын Кыргызстан,17.0,True
978,Орунбаев Жамалиддин Темирбаевич,Легалайз,14.0,True
979,Бусалаева Елена Александровна,Күчтүү регион,30.0,True
980,Асанова Венера Тургуналиевна,Легалайз,15.0,True
981,Кубанычбек уулу Алманбет,Легалайз,16.0,True
982,Калеков Эрик Мансурович,Жашылдар Партиясы,25.0,True
983,Асаналиев Самат Талайбекович,Социал-демократтар,40.0,True
984,Сапарбаев Адилет Кубанычбекович,Легалайз,17.0,True
985,Ряхов Арсений Васильевич,Жашасын Кыргызстан,25.0,True
986,Адилбек уулу Шумкарбек,Социал-демократтар,19.0,True
987,Бейшекеева Мерим Кыдыкбековна,Легалайз,18.0,True
988,Дуйшенкулова Марина Касымбаевна,Жашасын Кыргызстан,20.0,True
989,Джон Рустам Паншарович,Социал-демократтар,22.0,True
990,Джурумбаева Дина Орынбаевна,Ордо,29.0,True
991,Дуйшекеева Элнура Качкыновна,Социал-демократтар,24.0,True
992,Сулейманова Чынара Азаматовна,Легалайз,12.0,True
993,Мамбетказиев Нарис Сталбекович,Ордо,19.0,True
994,Наманов Азим Асхатович,Легалайз,19.0,True
995,Марайимов Нарынбек Асанович,Легалайз,20.0,True
996,Галдина Олеся Аркадьевна,Күчтүү регион,24.0,True
997,Минбаев Бекболот Бекназарович,Социал-демократтар,34.0,True
998,Метин Ольга Викторовна,Легалайз,21.0,True
999,Темиров Абыдин Салайдинович,Социал-демократтар,36.0,True
1000,Мамытов Чингиз Мухтарбекович,Легалайз,22.0,True
1001,Джумашов Дамирбек Толосунович,Социал-демократтар,38.0,True
1002,Алибаева Венера Курсановна,Социал-демократтар,39.0,True
1003,Ибраев Бакыт Таштанбекович,Легалайз,23.0,False
1004,Сопоков Эркин Мамасалиевич,Социал-демократтар,42.0,True
1005,Токтобеков Мирлан Мурзабекович,Ордо,42.0,True
1006,Насирдинова Айгул Мамытовна,Жашасын Кыргызстан,21.0,True
1007,Рахманов Замирбек Усеинович,Социал-демократтар,44.0,True
1008,Тайгашкаев Руслан Авасканович,Социал-демократтар,45.0,True
1009,Иманалиев Айбек Өмүрбекович,Легалайз,25.0,True
1010,Грибкова Елена Петровна,Социал-демократтар,47.0,True
1011,Осмоналиев Тагир Бахтыбекович,Социал-демократтар,48.0,True
1012,Петровская Регина Равильевна,Социал-демократтар,49.0,True
1013,Белокуров Владимир Вадимович,Легалайз,26.0,True
1014,Касмалиев Илимар Карыпович,Социал-демократтар,50.0,True
1015,Владимирова Анастасия Павловна,Жашасын Кыргызстан,23.0,True
1016,Акбулатова Зара Султановна,Социал-демократтар,51.0,True
1017,Абдусаторова Лола Шарифжановна,Социал-демократтар,52.0,True
1018,Тарасов Александр Иванович,Легалайз,27.0,True
1019,Келдибеков Алишер Данышманович,Социал-демократтар,53.0,True
1020,Султанбекова Алтынай Ильинична,Жашылдар Партиясы,53.0,True
1021,Суеркулов Нурис Жумабекович,Жашылдар Партиясы,50.0,True
1022,Халикова Рахима Рахимовна,Социал-демократтар,54.0,True
1023,Джаныбеков Эржан Джаныбекович,Ордо,53.0,True
1024,Алыкулова Гулбу Корошовна,Жашылдар Партиясы,48.0,True
1025,Асеин уулу Азамат,Багыт,33.0,True
1026,Исабекова Асель Эриковна,Легалайз,24.0,True
1027,Купешов Бекназар Эсенгулович,Жашылдар Партиясы,38.0,True
1028,Акматбеков Руслан Автандилович,Жашылдар Партиясы,51.0,True
1029,Джаналиев Рысбек Молдошевич,Багыт,45.0,True
1030,Баатырканов Бактыбай Абдырашитович,Күчтүү регион,20.0,True
1031,Дуйшеналиев Уланбек Акынович,Жашасын Кыргызстан,15.0,False
1032,Богомолец Марина Шамильевна,Жашылдар Партиясы,44.0,True
1033,Сырбаев Чингиз Джуматаевич,Жашылдар Партиясы,47.0,True
1034,Джайлобеков Азат Джайлобекович,Күчтүү регион,6.0,True
1035,Мусакеев Дамир Сагындыкович,Социал-демократтар,9.0,True
1036,Дубинина Ирина Анатольевна,Аруузат-Эл Куту,45.0,True
1037,Султанбаева Гульнара Арстанбековна,Аруузат-Эл Куту,9.0,False
1038,Жусупова Нурзада Аскарбековна,Аруузат-Эл Куту,3.0,True
1039,Токсобаев Жолдошбек Осмонбекович,Бүтүн Кыргызстан,30.0,False
1040,Измайлова Рамиля Халитовна,Жашасын Кыргызстан,26.0,True
1041,Мендебаиров Акпар Нуркулович,Жашасын Кыргызстан,27.0,False
1042,Ылайтегин Таалайбек Молдобек уулу,Улуу-Журт,45.0,False
1043,Душеев Нурлан Мелисович,Улуу-Журт,47.0,False
1044,Машанло Фатима Арсаевна,Ордо,52.0,False
1045,Мамытов Талант Турдумаматович,Ынтымак,7.0,True
1047,Оргалча Токтобубу,Альянс,4.0,True
